id,title,content,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,angular-dragula,Lightweight alternative to Ramda,https://www.bootcdn.cn/angular-dragula/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,rambda,Ajaxify your mailchimp form.,https://www.bootcdn.cn/rambda/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,jquery-ajaxchimp,growl like notifications for angularJS projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,angular-growl,The simple,, and txt files";"https://www.bootcdn.cn/angular-growl/",,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,TableExport,Touch-friendly image lightbox for mobile and desktop with jQuery,https://www.bootcdn.cn/TableExport/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,simplelightbox,A social urls and content sharing directive for angularjs.,https://www.bootcdn.cn/simplelightbox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,angular-socialshare,A Geo-toolkit built in Javascript.,https://www.bootcdn.cn/angular-socialshare/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,terraformer,A FLAC decoder for Aurora.js,https://www.bootcdn.cn/terraformer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,aurora.js-flac,This directive allows you to add a tinymce to your form elements.,https://www.bootcdn.cn/aurora.js-flac/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,angular-ui-tinymce,Font Mfizz - Vector Icons for Technology and Software Geeks,https://www.bootcdn.cn/angular-ui-tinymce/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,font-mfizz,Politely add spaces to input values to increase readability (credit card numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,politespace,Hasher is a set of JavaScript functions to control browser history for rich-media websites and applications,https://www.bootcdn.cn/politespace/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,hasher,A jQuery slideshow with many effects,, based on jQuery 1.9.1+";"https://www.bootcdn.cn/hasher/",,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Camera,The Mini Cart is a great way to improve your PayPal shopping cart integration.,https://www.bootcdn.cn/Camera/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,minicart,jQuery plugin for blurring page elements,https://www.bootcdn.cn/minicart/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,foggy,Formats ICU Message strings with number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,intl-messageformat,This is a google map component for Vue.js,https://www.bootcdn.cn/intl-messageformat/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,vue-google-maps,A utility for getting geo-location information via HTML5 and IP look-ups,, timezone information and more...";"https://www.bootcdn.cn/vue-google-maps/",,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,geolocator,Pivot table javascript library,https://www.bootcdn.cn/geolocator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,orb,A jQuery plugin that helps with dynamic DOMs.,https://www.bootcdn.cn/orb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,livequery,CSS on-demand for AngularJS,https://www.bootcdn.cn/livequery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,angular-css,A plugin to add little "pips" to the jQuery UI Slider widget,https://www.bootcdn.cn/angular-css/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,jQuery-ui-Slider-Pips,A small compatibility layer to make backbone.js and django-tastypie work together happily.,https://www.bootcdn.cn/jQuery-ui-Slider-Pips/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,backbone-tastypie,An Angularjs directive <ng-pdf> to display PDF in the browser with PDFJS.,https://www.bootcdn.cn/backbone-tastypie/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,angularjs-pdf,A photo editing application based on the Cropper.js,https://www.bootcdn.cn/angularjs-pdf/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,photo-editor,Javascript color object with implicit color space conversions. Supports RGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,onecolor,Store your Ember application data in LocalStorage.,https://www.bootcdn.cn/onecolor/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,ember-localstorage-adapter,A tiny JavaScript micro-library,https://www.bootcdn.cn/ember-localstorage-adapter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,chibi,Event delegation in javascript,https://www.bootcdn.cn/chibi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,gator,A datepicker directive for angularjs.,https://www.bootcdn.cn/gator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,angularjs-datepicker,A webcam wrapper plugin for jQuery.,https://www.bootcdn.cn/angularjs-datepicker/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,jQuery-webcam,An AngularJS module to ease usage of reCaptcha inside a form,https://www.bootcdn.cn/jQuery-webcam/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,angular-recaptcha,Neo-Async is thought to be used as a drop-in replacement for Async,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,neo-async,Lightweight modal popup overlay for jquery,https://www.bootcdn.cn/neo-async/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,jquery-popup-overlay,Plugin to provide a framework agnostic Date and Time Picker (jQuery Mobile & Bootstrap currently supported),https://www.bootcdn.cn/jquery-popup-overlay/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,jquery-mobile-datebox,Sexy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,fpsmeter,A fork of the iconic font and CSS framework,https://www.bootcdn.cn/fpsmeter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,fork-awesome,Library for performing 2D collision detection,https://www.bootcdn.cn/fork-awesome/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,sat,Makes JSON requests with fetch easier,https://www.bootcdn.cn/sat/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,fetchival,A lightweight extension for AngularJS $route service which supports tree-like nested views and routes hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,angular-route-segment,Convert millisecond durations to English and many other languages.,https://www.bootcdn.cn/angular-route-segment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,humanize-duration,javascript library for drawing tree diagrams,https://www.bootcdn.cn/humanize-duration/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,treant-js,Javascript extensions for Twitter Bootstrap. Rewrites bootstrap tabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,sco.js,Format and manipulate numbers.,https://www.bootcdn.cn/sco.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,numbro,Mathematical expression evaluator,https://www.bootcdn.cn/numbro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,expr-eval,A light-weight JavaScript library to help you make sense of your A/B test results.,https://www.bootcdn.cn/expr-eval/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,confidencejs,AngularJS directive to check if a DOM element is in the browser viewport.,https://www.bootcdn.cn/confidencejs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,angular-inview,Winstrap is the official Bootstrap theme for Microsoft design language.,https://www.bootcdn.cn/angular-inview/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,winstrap,Reusable clickaway directive for reusable Vue.js components,https://www.bootcdn.cn/winstrap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,vue-clickaway,Data grid inspired by MS Excel,, grouping, nesting, rows and cell selections, frozen rows, frozen columns, Add, delete, update, search, can display HTML, JSON, Array, XML, inline editing, validations, virtual rendering, virtual scrolling, cross browser, cross platform, Themeroller ready with 24 ready to use themes.";"https://www.bootcdn.cn/vue-clickaway/",,,,,,,,
2057,pqGrid,A polyfill for the asynchronous clipboard API,https://www.bootcdn.cn/pqGrid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,clipboard-polyfill,Tiny set of CSS3 animations for your input checkboxes.,https://www.bootcdn.cn/clipboard-polyfill/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,checkbox.css,Compose HTTP clients using JavaScript's fetch API,https://www.bootcdn.cn/checkbox.css/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,http-client,A jQuery plugin that progressively enhances an HTML Select Box into a Single/Multiple option dropdown list,https://www.bootcdn.cn/http-client/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,jquery.sumoselect,Responsive slider plugin for jQuery. Intrinsic trick to enable responsive resizing without js.,https://www.bootcdn.cn/jquery.sumoselect/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,slippry,Parallel Coordinates: A visual toolkit for multidimensional detectives,https://www.bootcdn.cn/slippry/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,parcoords,A jQuery plugin to provide simple yet fully customisable pagination,https://www.bootcdn.cn/parcoords/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,paginationjs,Make the HTML image map responsive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,image-map-resizer,javascript for rendering abc music notation,https://www.bootcdn.cn/image-map-resizer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,abcjs,stream for socket.io,https://www.bootcdn.cn/abcjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,socket.io-stream,An AngularJs directive that automatically scrolls to the bottom of an element on changes in its scope.,https://www.bootcdn.cn/socket.io-stream/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,angularjs-scroll-glue,AngularJS sliding panel for serving additional content from off the page,https://www.bootcdn.cn/angularjs-scroll-glue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,angular-pageslide-directive,lemonade,https://www.bootcdn.cn/angular-pageslide-directive/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,lemonade,A fast and independent hashing library pure JavaScript implemented (ES3 compliant) for both server and client side (MD5,, RIPEMD, HMAC and Base64)";"https://www.bootcdn.cn/lemonade/",,,,,,,,,,,,,,,,,,,,,,,,,,
2071,jshashes,A unified templating language for the people. Thirsty people.,https://www.bootcdn.cn/jshashes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,oj,A little tool that inserts a layout grid in web pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,hashgrid,A lightweight Javascript Libray for OpenSSL compatible AES CBC encryption.,https://www.bootcdn.cn/hashgrid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,gibberish-aes,A simple 2d function plotter powered by d3,https://www.bootcdn.cn/gibberish-aes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,function-plot,A library to work with CSS3 keyframe animations from javascript,https://www.bootcdn.cn/function-plot/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,css-animations.js,AngularMotion - Fancy CSS3 animations for AngularJS 1.2+,https://www.bootcdn.cn/css-animations.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,angular-motion,The Unite Gallery is multipurpose javascript gallery based on jquery library. It's built with a modular technique with a lot of accent of ease of use and customization,https://www.bootcdn.cn/angular-motion/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,unitegallery,Alchemy.js is a graph drawing application built in d3.,https://www.bootcdn.cn/unitegallery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,alchemyjs,A premium add-on to FullCalendar for displaying events and resources,https://www.bootcdn.cn/alchemyjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,fullcalendar-scheduler,Library for displaing animated PNG files in browsers with canvas support,https://www.bootcdn.cn/fullcalendar-scheduler/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,apng-canvas,jQuery plugin that provides Typeahead (autocomplete) Search preview from Json object(s) via same domain Ajax request or cross domain Jsonp and offers data compression inside Local Storage. The plugin is built with a lot of options and callbacks to allow customization.,https://www.bootcdn.cn/apng-canvas/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,jquery-typeahead,oCanvas is a JavaScript library that makes development with HTML5 canvas easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,ocanvas,A lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,ng-tasty,jQuery.i18n is a jQuery based Javascript internationalization library. It helps you to internationalize your web applications easily.,https://www.bootcdn.cn/ng-tasty/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,jquery.i18n,Expand and collapse HTML content,https://www.bootcdn.cn/jquery.i18n/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,jquery-expander,jQuery TreeGrid plugin,https://www.bootcdn.cn/jquery-expander/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,jquery-treegrid,A pure CSS/SCSS/LESS Tooltip library,https://www.bootcdn.cn/jquery-treegrid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,tootik,A simple framework for organizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,shoestring,Copy to clipboard for modern browsers in less than 1kb.,https://www.bootcdn.cn/shoestring/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,gotem,An easy jQuery plugin for Instagram API to fetch and display user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,spectragram,A mobile and touch friendly input spinner component for Bootstrap 3.,https://www.bootcdn.cn/spectragram/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,bootstrap-touchspin,AngularJS directive for Handsontable,https://www.bootcdn.cn/bootstrap-touchspin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,ngHandsontable,The Javascript MVC microframework that does just enough.,https://www.bootcdn.cn/ngHandsontable/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,stapes,A light-weight jQuery "dirty forms" Plugin - it monitors HTML forms and alerts users to unsaved changes if they attempt to close the browser or navigate away from the page. (Are you sure?),https://www.bootcdn.cn/stapes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,jquery.AreYouSure,Responsive jQuery modal window plugin,https://www.bootcdn.cn/jquery.AreYouSure/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,venobox,WebSocket adapter plugin for hapi routes,https://www.bootcdn.cn/venobox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,nes,Utilities to effectively manage text entry on the web.,https://www.bootcdn.cn/nes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,field-kit,image gallery simplified - jQuery plugin,https://www.bootcdn.cn/field-kit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,nanogallery,A jQuery CSV parser plugin. Battle Tested | Optimized | 100% IETF RFC 4180 Complete,https://www.bootcdn.cn/nanogallery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,jquery-csv,jPList - jQuery Data Grid Controls is a flexible jQuery plugin for sorting,, etc)";"https://www.bootcdn.cn/jquery-csv/",,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,jplist,A simple wrapper for console.log,https://www.bootcdn.cn/jplist/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,javascript-debug,A JavaScript Snow Effect for HTML,https://www.bootcdn.cn/javascript-debug/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Snowstorm,a geospatial format parser for Leaflet,https://www.bootcdn.cn/Snowstorm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,leaflet-omnivore,Lightweight URL manipulation with JavaScript.,https://www.bootcdn.cn/leaflet-omnivore/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,jsurl,A simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,gumshoe,Detects ad blockers (AdBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,blockadblock,Standalone Synthetic Event Library,https://www.bootcdn.cn/blockadblock/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,syn,A jQuery plugin that makes it easy to i18n your static web site.,https://www.bootcdn.cn/syn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,jquery-localize,Foundation datepicker jQuery plugin,https://www.bootcdn.cn/jquery-localize/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,foundation-datepicker,This directive gives you a Bootstrap Dropdown with the power of AngularJS directives.,https://www.bootcdn.cn/foundation-datepicker/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,angularjs-dropdown-multiselect,Detects if the mouse of a user leaves the viewport / document borders of your website — and when this happens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,gliojs,Easily intercept and modify XHR request and response,https://www.bootcdn.cn/gliojs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,xhook,jQuery Finger unifies click and touch events by removing the 300ms delay on touch devices. It also provide a common set of events to handle basic gestures such as drag and pinch. Small (< 1kb gzipped),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,jquery.finger,Library for using DOM elements as well as Ajax requests,https://www.bootcdn.cn/jquery.finger/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,rxjs-dom,A microkernel for modular javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,oz.js,bPopup is a lightweight jQuery modal popup plugin. It doesn't create or style your popup but provides you with all the logic like centering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,bPopup,A custom collection of 283 icons that are stored in a handy web font.,https://www.bootcdn.cn/bPopup/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,foundicons,Maple is a seamless module that allows you to organise your React project in terms of webcomponents,https://www.bootcdn.cn/foundicons/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,maple.js,Show realtime updated GeoJSON in Leaflet,https://www.bootcdn.cn/maple.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,leaflet-realtime,A jQuery plugin that displays a thumbnail grid expanding preview similar to the effect seen on Google Images.,https://www.bootcdn.cn/leaflet-realtime/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,gridder,Browser console polyfill. Makes it safe to do console.log()-s etc always.,https://www.bootcdn.cn/gridder/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,console-polyfill,Enables use of modern JavaScript by augmenting built in objects with the latest JavaScript methods.,https://www.bootcdn.cn/console-polyfill/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,augment.js,Pizza is a responsive Pie chart based on the Snap SVG framework from Adobe. It focuses on easy integration via HTML markup and CSS instead of JavaScript objects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,pizza,jQuery plugin for display pretty JSON.,https://www.bootcdn.cn/pizza/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,jquery-jsonview,Helps create more usable Django formsets by adding and removing forms on the client-side.,https://www.bootcdn.cn/jquery-jsonview/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,jquery.formset,Emscripten-compiled Javascript version of NaCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,js-nacl,Fully declarative (multi)sortable for AngularJS,https://www.bootcdn.cn/js-nacl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,angular-sortable-view,jsSocials - jQuery Social Network Sharing Plugin,https://www.bootcdn.cn/angular-sortable-view/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,jsSocials,Interactive geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,jsxgraph,async data loading plugin for Vue.js,https://www.bootcdn.cn/jsxgraph/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,vue-async-data,Native AngularJS colorpicker directive,https://www.bootcdn.cn/vue-async-data/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,angular-bootstrap-colorpicker,Overscroll is a jQuery Plugin and polyfill for mobile safari's overflow-scrolling style. It is intended for use on desktop browsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,jquery-overscroll,A lightweight HTML and BBCode WYSIWYG editor.,https://www.bootcdn.cn/jquery-overscroll/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,sceditor,A simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,hideseek,Give your forms a helping of awesome!,https://www.bootcdn.cn/hideseek/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,jquery.superlabels,A simple pagination component for Vue.js,https://www.bootcdn.cn/jquery.superlabels/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,vuejs-paginate,Best ngMask,https://www.bootcdn.cn/vuejs-paginate/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,ngMask,Functional client-side router in ~570 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,gibon,BttrLazyLoading,https://www.bootcdn.cn/gibon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,bttrlazyloading,Animatelo is a bunch of cool,, sliders, and general just-add-water-awesomeness.";"https://www.bootcdn.cn/bttrlazyloading/",,,,,,,,,,,,,,,,,,,,,,,,,,
2141,animatelo,A very easy to use,, has the features you need, and doesn't get in your way of doing things!";"https://www.bootcdn.cn/animatelo/",,,,,,,,,,,,,,,,,,,,,,,,,,
2142,jquery-jkit,A fixed header that will animate its size on scroll. The inner elements will also adjust their size with a transition.,https://www.bootcdn.cn/jquery-jkit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,animated-header,A tiny slide panel navigation jQuery plugin with big dreams,https://www.bootcdn.cn/animated-header/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,bigslide.js,QR Code elements for AngularJS.,https://www.bootcdn.cn/bigslide.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,angular-qrcode,Angularjs directives for Materialize CSS Framework,https://www.bootcdn.cn/angular-qrcode/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,angular-materialize,TinySort is a small script that sorts HTML elements. It sorts by text- or attribute value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,tinysort,jQuery Mobile router is a plugin for jQuery Mobile to enhance the framework with a client side router/controller that works with jQuery Mobile events,https://www.bootcdn.cn/tinysort/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,jquerymobile-router,Javascript parser for ics (rfc5545) and vcard (rfc6350) data,https://www.bootcdn.cn/jquerymobile-router/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,ical.js,Authentication framework for ember.js.,https://www.bootcdn.cn/ical.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,ember-auth,A simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,livestamp,A mathematically correct random number generator library for JavaScript.,https://www.bootcdn.cn/livestamp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,random-js,simplex-noise is a fast simplex noise implementation in Javascript. Works in node and in the browser.,https://www.bootcdn.cn/random-js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,simplex-noise,jQuery plugin for embed a excel-like spreadsheet in your apps or website.,https://www.bootcdn.cn/simplex-noise/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,jexcel,The home for Aurelia's concatenated script-tag-ready build and its simple starter-kit.,https://www.bootcdn.cn/jexcel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,aurelia,A powerful and lightweight tag editor plugin for jQuery.,https://www.bootcdn.cn/aurelia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,tag-editor,React-based typeahead using the Bootstrap theme,https://www.bootcdn.cn/tag-editor/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,react-bootstrap-typeahead,Provides JavaScript errors in readable format. Also allows developers to log exceptions remotely by sending a post reqest.,https://www.bootcdn.cn/react-bootstrap-typeahead/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,logerr,a plugin that adds visual hilights to image maps,https://www.bootcdn.cn/logerr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,maphilight,The Sodium cryptographic library compiled to pure JavaScript (wrappers),https://www.bootcdn.cn/maphilight/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,libsodium-wrappers,Shapes and calculators for spherical coordinates.,https://www.bootcdn.cn/libsodium-wrappers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,d3-geo,Library to build UI in a declarative way,https://www.bootcdn.cn/d3-geo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,vidom,A lightweight cross browser jQuery based scrollbar.,https://www.bootcdn.cn/vidom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,tinyscrollbar,Mask on an input field so the user can only type pre-determined pattern,https://www.bootcdn.cn/tinyscrollbar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,angular-ui-mask,Easily format numbers for display use. Replace numbers inline in a document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,df-number-format,Simple to use autocomplete directive in a module for AngularJs!,https://www.bootcdn.cn/df-number-format/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,allmighty-autocomplete,Error tracking and logging from JS to Rollbar,https://www.bootcdn.cn/allmighty-autocomplete/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,rollbar.js,Detectizr is a Modernizr extension to detect device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,detectizr,Character encoding auto-detection in JavaScript (port of python's chardet),https://www.bootcdn.cn/detectizr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,jschardet,Replaces the standard jQuery timer loop with requestAnimationFrame where supported. Requires jQuery 1.8,https://www.bootcdn.cn/jschardet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,jquery-requestAnimationFrame,An easy-to-use rss plugin for jquery with templating.,https://www.bootcdn.cn/jquery-requestAnimationFrame/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,jquery-rss,Tiny JavaScript plugin for gighlighting and replacing text in the dom,https://www.bootcdn.cn/jquery-rss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,hrjs,Easing functions for smooth animation.,https://www.bootcdn.cn/hrjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,d3-ease,Raw JavaScript fluid videos,https://www.bootcdn.cn/d3-ease/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,fluidvids.js,Smoke form validation and components for Bootstrap,https://www.bootcdn.cn/fluidvids.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,smokejs,Dynamic waveform audio synthesizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,audiosynth,Frontend input validation,https://www.bootcdn.cn/audiosynth/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,nod,jRumble is a jQuery plugin that rumbles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,jrumble,Font Awesome Icon Picker plugin for Twitter Bootstrap,https://www.bootcdn.cn/jrumble/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,fontawesome-iconpicker,A module to smooth-scroll web pages and containers (DIVs),https://www.bootcdn.cn/fontawesome-iconpicker/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,zenscroll,json2html - HTML Templating using JSON2HTML,https://www.bootcdn.cn/zenscroll/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,json2html,Phonon is a lightweight & scalable Javascript/CSS3/HTML5 mobile framework to develop a single page application based on Phonegap / Apache Cordova.,https://www.bootcdn.cn/json2html/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,PhononJs,Really simple shopping cart for AngularJS,https://www.bootcdn.cn/PhononJs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,ngCart,data.js is a datacenter with notifications. I call the data that can speak. It aim to make coding easier and make a better world.,https://www.bootcdn.cn/ngCart/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,data.js,A dependency-free CSS-driven plain JavaScript modal written in ECMAScript 6.,https://www.bootcdn.cn/data.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
